Actual
-1,0.35322690848236
-0.98,0.354982871476245
-0.96,0.352332205997635
-0.94,0.344980431601482
-0.92,0.332683946184128
-0.9,0.315257465381858
-0.88,0.292580903608013
-0.86,0.264605531245692
-0.84,0.231359247270106
-0.82,0.192950815059312
-0.8,0.149572921382253
-0.78,0.101503934458263
-0.76,0.0491082564005396
-0.74,-0.00716481196634095
-0.72,-0.0667837503325753
-0.7,-0.1291390705145
-0.68,-0.193549138743375
-0.66,-0.259267535482716
-0.64,-0.325491887433887
-0.62,-0.39137407413543
-0.6,-0.456031679963891
-0.58,-0.518560532136482
-0.56,-0.57804813723041
-0.54,-0.633587803480465
-0.52,-0.684293214366975
-0.5,-0.729313201374526
-0.48,-0.767846450827633
-0.46,-0.799155871842152
-0.44,-0.822582350015567
-0.42,-0.83755761474392
-0.4,-0.843615957101223
-0.38,-0.84040455001974
-0.36,-0.827692142903043
-0.34,-0.805375928489578
-0.32,-0.773486410333565
-0.3,-0.732190134129286
-0.28,-0.681790184608087
-0.26,-0.622724391119168
-0.24,-0.555561228416898
-0.22,-0.480993443706499
-0.2,-0.399829485691142
-0.18,-0.312982855240772
-0.16,-0.221459539393441
-0.14,-0.126343729757105
-0.12,-0.0287820621072347
-0.1,0.0700333547509906
-0.08,0.168882826698655
-0.0599999999999999,0.266537564155748
-0.04,0.361778445640166
-0.02,0.453414719259859
0,0.54030230586814
0.02,0.621361374005524
0.04,0.69559286992137
0.0600000000000001,0.762093705645574
0.0800000000000001,0.820070333845808
0.1,0.868850469500733
0.12,0.907892754559626
0.14,0.936794201949688
0.16,0.955295298649511
0.18,0.963282693117847
0.2,0.960789439152323
0.22,0.947992815233705
0.24,0.925209784571364
0.26,0.892890205416555
0.28,0.851607942814655
0.3,0.802050070961829
0.32,0.745004388944367
0.34,0.681345501209593
0.36,0.612019737109237
0.38,0.538029200868616
0.4,0.460415254109657
0.42,0.380241737481049
0.44,0.298578236059074
0.46,0.216483685155359
0.48,0.134990599315313
0.5,0.0550901880510869
0.52,-0.0222814022255954
0.54,-0.0962555088774335
0.56,-0.166041856872151
0.58,-0.230937800752136
0.6,-0.290335796028292
0.62,-0.3437290286187
0.64,-0.390715168486362
0.66,-0.43099825055023
0.68,-0.464388721479113
0.7,-0.490801724416384
0.72,-0.510253724384846
0.74,-0.522857604531941
0.76,-0.528816387037168
0.78,-0.528415752060734
0.8,-0.522015543316878
0.82,-0.510040459567559
0.84,-0.492970137520413
0.86,-0.471328833351089
0.88,-0.445674907523396
0.9,-0.416590311009725
0.92,-0.384670260755845
0.94,-0.350513278692699
0.96,-0.314711752231403
0.98,-0.277843155485144


Response
-1,0.104550654576154
-0.98,0.100482068046037
-0.96,0.0954651088696573
